"DJ_return","log_volume","log_volatility"
-0.000709,-0.189885,-10.9821689868354
-0.002145,-0.186375,-11.0579117502241
-0.002163,-0.144342,-11.1308142825604
0.003835,0.027065,-11.130453347961
0.006479,0.098333,-10.9595732523308
0.001423,0.060902,-11.0520729547825
-0.005942,-0.077525,-10.9363609782652
0.007184,0.150078,-10.7624659657476
0.001833,0.150319,-10.8503606953605
0.004012,0.037914,-10.8675373053906
0.003695,0.234306,-10.896333787788
0.001229,0.318741,-10.9926803442878
0.00688,0.256745,-10.826016199813
-0.003543,0.481539,-10.8635567282565
-0.003337,0.12724,-10.9062794279548
0.006135,0.182482,-10.8062812801484
0.003938,0.406269,-10.8300473310479
-0.000108,0.223717,-10.9353423463109
-0.000176,0.162834,-11.040510370645
-0.002259,0.067468,-11.1111317548701
0.002259,0.111408,-11.1792571556817
-0.003072,0.134334,-11.2122077271986
0.007238,-0.082885,-10.9592530180338
0.000511,0.179483,-11.0629459875554
-0.004272,0.14695,-11.0467008421833
0.007441,0.216099,-10.8256776515079
-0.003048,0.351228,-10.8804326254183
-0.009104,0.131479,-10.5875013695332
0.001397,-0.027904,-10.6843077107133
-0.007058,-0.178326,-10.5732202052008
0.007532,-0.008083,-10.4584145002837
-0.000528,-0.16095,-10.5626948621546
0.008514,0.016756,-10.3969190025587
0.001088,0.142957,-10.4979821453657
-0.001612,-0.087629,-10.5929339893035
5.4e-05,0.108833,-10.6982817080449
-0.005486,0.221577,-10.6655493219329
0.000986,0.01133,-10.7662891775844
0.001619,0.072096,-10.8579392393058
0.000108,-0.02916,-10.963232459696
0.000472,0.0342,-11.0671671421212
0.008399,0.233813,-10.7657826446493
0.003095,0.425178,-10.8219551520683
-0.000226,0.268478,-10.9270305883717
0.002276,0.198727,-11.000868000232
-0.006802,0.358838,-10.8376627625314
-0.000977,0.261639,-10.9376343227313
0.007102,0.33548,-10.7689915432992
0.005055,0.351839,-10.7477776740416
0.00499,0.459571,-10.7320458341232
0.001461,0.298708,-10.826607550856
-0.007007,0.13237,-10.689323431986
5.3e-05,0.103635,-10.794670636008
-0.001988,0.143025,-10.8788422184837
-0.006002,0.178987,-10.7917016479952
-0.006951,0.204239,-10.6651444356137
0.002188,-0.056929,-10.7479670548947
0.006883,-0.001986,-10.6342302715614
0.003935,-0.142602,-10.6705844408512
-0.004734,0.007809,-10.6740623630678
0.001199,0.02827,-10.7725436151103
-0.005433,0.004946,-10.7325557213887
-0.009469,0.041924,-10.4618996651794
-0.006984,0.028965,-10.3937725860735
0.002446,-0.036173,-10.4776485104484
0.007317,0.143861,-10.3913407415567
-0.012762,0.200788,-10.0332703228899
-0.029307,0.35065,-8.98391102480653
0.044034,0.680039,-8.08940510535381
-0.003395,0.093666,-8.19059958821851
0.012766,0.010662,-8.23269455572657
0.00185,-0.007663,-8.33662483725093
-0.00012,-0.062987,-8.44197904558398
0.004896,-0.006234,-8.5350623989735
0.010992,0.070948,-8.57432772318842
-0.004737,-0.003986,-8.66657409805254
-0.00154,-0.093257,-8.77040556250883
0.000224,-0.065449,-8.87573058291994
-0.00269,-0.102434,-8.97535125719429
0.00029,-0.145873,-9.08063842733695
0.003611,-0.13048,-9.1733529199259
0.001932,-0.134268,-9.27472541155932
0.006204,0.044195,-9.33548338846606
0.001082,0.194403,-9.43936958486554
-0.004376,-0.117221,-9.5183280141785
-0.002333,-0.078471,-9.61549332880863
-0.004972,-0.093448,-9.68048385100044
-0.001901,-0.227473,-9.77944097388457
0.004416,-0.298372,-9.84722896564126
0.003598,-0.136976,-9.92576158724533
-0.004006,-0.017109,-9.99531165577242
0.004006,0.288349,-10.0623313612181
0.004094,-0.085685,-10.1249575050983
0.002086,0.080903,-10.2183191265932
0.002381,0.065629,-10.3065673078617
0.002881,0.103425,-10.3847045371148
0.003531,0.044068,-10.4462039922418
0.002695,0.004937,-10.5241708259626
-0.002863,0.019975,-10.5962116226199
-0.001564,0.051297,-10.6907656485061
0.00177,0.224007,-10.7809355272888
0.000284,0.256003,-10.8858652036978
0.001831,0.166658,-10.9715178732549
-0.000567,0.063086,-11.0748008651124
-0.003435,0.056648,-11.0989519892308
0.004402,-0.092085,-11.0712775869222
0.006253,0.028881,-10.9303216523177
0.001982,0.019395,-11.0116024483006
0.00023,-0.037669,-11.1166073971062
0.002933,-0.007719,-11.1596445743195
0.003102,-0.110392,-11.1925905952121
-0.006597,-0.165969,-10.9970794644114
0.001073,-0.213634,-11.0948357173733
0.002422,-0.263193,-11.1581748714066
-0.00079,-0.230642,-11.2586864286388
-0.001811,-0.185922,-11.3361718806048
-0.000332,-0.254932,-11.4405071337418
0.004295,-0.227219,-11.3714068056567
0.006565,-0.089687,-11.1291260385668
-0.003645,-0.214886,-11.1386634835978
0.004365,-0.239734,-11.10810656561
0.003352,-0.098042,-11.1334580540383
-0.000503,-0.063374,-11.2368934921604
0.000176,-0.161561,-11.3419926814252
0.002049,-0.068634,-11.4087744805004
-0.000993,-0.092102,-11.5043166275766
-0.000616,-0.172808,-11.6055022638662
0.002613,-0.080266,-11.6309086456543
0.000163,0.100112,-11.7359366500452
-0.000665,-0.018885,-11.8351726195302
0.003496,0.045155,-11.7687097252255
-0.002932,0.055122,-11.7577796201108
0.003882,-0.030257,-11.669317204096
0.003257,0.091723,-11.6455915178235
0.003693,0.027872,-11.5913618218496
-0.001267,0.00869,-11.6776215863606
-0.001156,-0.104265,-11.7656158823472
0.002808,-0.081357,-11.7641147725076
0.001426,0.057505,-11.8408537255284
0.002734,0.053604,-11.8370904870057
0.00552,0.167347,-11.5584496432824
0.00043,0.012744,-11.6616628564502
0.002453,0.082957,-11.6922866081161
0.000318,-0.011709,-11.7962994970347
0.002055,0.052641,-11.8412005303873
0.002551,0.12623,-11.8508662794242
-0.001086,0.088852,-11.9380329782108
-0.005421,-0.030064,-11.638219449817
-0.001633,-0.042902,-11.7105317605056
-0.002671,0.014553,-11.7237067450144
0.00213,0.055798,-11.7687017181182
0.003376,0.11583,-11.7225749718079
-0.00076,0.16546,-11.8200482222273
-0.002456,0.025519,-11.8381987842103
0.003425,0.061123,-11.7777005832117
0.005852,0.275407,-11.480320820582
0.002579,0.139847,-11.5165763212432
0.002148,0.112417,-11.5717461773102
-0.002416,0.119264,-11.6105977222844
0.001724,0.025898,-11.6801771055099
-0.003452,0.010167,-11.6401517480683
0.000487,-0.050461,-11.7425254391987
-0.000536,0.014807,-11.8438840696345
0.001995,-0.025756,-11.8895052014238
0.003009,0.001874,-11.8580589824267
0.000266,-0.003241,-11.9623057841642
0.002033,0.136951,-11.9981816249199
-0.003378,0.058367,-11.9162520114323
0.002314,0.099546,-11.9363209660995
-0.003491,0.034964,-11.8537279033976
-0.002322,0.247812,-11.8782231927713
-0.008274,0.070445,-11.2435802395955
-0.003713,-0.031528,-11.2382883593218
0.005932,-0.088034,-11.0835569987405
-0.004774,0.168386,-11.0363112339792
-0.002513,0.081213,-11.0990286703148
0.007777,0.117941,-10.8367927123494
0.008203,0.005705,-10.6199123672408
0.003393,0.000582,-10.6742266131692
0.001873,0.038809,-10.7628720968211
0.0024,0.043898,-10.8384515496759
-0.001929,-0.088403,-10.9229650532574
-0.001812,-0.176171,-11.0083036450625
0.000375,-0.027355,-11.1127228461678
-0.001936,0.094854,-11.1905644680753
-0.001612,-0.126423,-11.2752267557669
0.002157,-0.055492,-11.3406483517912
-0.005973,-0.155769,-11.1581075442322
-0.004919,-0.208091,-11.0907461539733
0.003457,-0.11446,-11.1126451078176
-0.000378,-0.004255,-11.2169419450791
0.001304,-0.142163,-11.3083394444067
-0.000756,-0.291477,-11.4085438282581
-0.001623,-0.216241,-11.4878855956073
-0.001197,-0.177313,-11.5778287459579
0.003198,-0.150357,-11.5687368452909
-0.00244,-0.248013,-11.606469295688
-0.005857,-0.273743,-11.3622399246676
-0.002448,-0.317178,-11.4118926000992
-0.011535,-0.114001,-10.6686950185765
0.004414,-0.249483,-10.6850703966277
-0.007122,-0.299203,-10.5702787242289
0.006514,-0.186477,-10.5070233058352
0.002467,-0.252453,-10.5879469811385
0.004596,-0.389417,-10.6043161598599
-0.002295,-0.327897,-10.6863528974042
0.005139,-0.256645,-10.6709286302251
0.005638,-0.143884,-10.6346294780556
0.006323,0.007742,-10.570585772469
0.000765,-0.1118,-10.6734164303153
0.00154,-0.265022,-10.7674576928732
0.001368,-0.150304,-10.8629948102003
-0.004463,-0.261081,-10.8590077976023
0.005225,-0.086332,-10.8178910663271
0.000568,-0.05286,-10.9214633406298
0.004233,-0.173245,-10.9222911916894
-6e-05,-0.186971,-11.0276293639062
0.000674,-0.191427,-11.1298907136172
0.007858,-0.004035,-10.8514748550513
0.004061,-0.022431,-10.8664868416275
0.003286,-0.052806,-10.9108716176226
0.000829,-0.022129,-11.0120604841106
0.000603,-0.117294,-11.114972502506
-0.000379,-0.060685,-11.2192638059335
0.002812,0.0116,-11.2611711334609
-0.002315,-0.109371,-11.3212643248475
-0.002273,-0.117928,-11.3803081149554
0.001386,-0.149023,-11.4671503175899
0.003156,-0.139751,-11.4720445921833
0.004568,-0.138226,-11.3764637449518
-0.002305,-0.190917,-11.4316081852934
-0.002877,-0.148227,-11.4555985097786
0.000826,-0.146621,-11.5538232956993
-0.001381,-0.145842,-11.6373410474172
-0.000993,-0.222755,-11.7303743865108
-0.005443,-0.248694,-11.492795440294
-0.004409,-0.304318,-11.4061449579775
0.001575,-0.254146,-11.4870306484874
0.000834,-0.139447,-11.5848834423277
0.002059,-0.207057,-11.640866001313
-0.000892,-0.316042,-11.7362274038271
-0.009061,-0.079504,-11.0805594526361
0.000336,0.174062,-11.1851055519782
-0.011652,-0.269698,-10.5548277518346
0.006971,-0.475535,-10.4719380518596
0.000229,-0.51392,-10.5770925318647
-0.001532,-0.385408,-10.6722690387351
0.00722,-0.200538,-10.5546033581712
0.005309,-0.093705,-10.5465300047734
0.000346,-0.210577,-10.6513849431056
0.001668,-0.282804,-10.7437741824759
0.003113,-0.178117,-10.8004296817363
-0.00127,-0.178104,-10.8970352093157
-0.00363,-0.254395,-10.926285012274
-0.000107,-0.308765,-11.0315739670309
-0.001563,-0.255661,-11.1202936862312
-0.006122,-0.252892,-10.9778816826128
-0.003599,-0.382594,-11.0023054623428
0.007258,-0.301025,-10.8066523081914
0.004587,-0.242185,-10.8028336588818
-0.000727,-0.355733,-10.9053094846749
0.006562,-0.026562,-10.7791105417862
0.001279,0.007141,-10.8757858313399
0.001112,-0.098024,-10.9739107144041
0.002703,-0.118428,-11.032999970623
0.004235,-0.14408,-11.0220842050135
0.004287,0.187769,-11.0096641788046
0.004583,0.149418,-10.9830463179459
0.008838,0.179425,-10.6756900617221
-0.001027,0.133051,-10.7759910904423
-0.00428,0.194139,-10.788379913078
0.0019,-0.098514,-10.8745000809793
0.005182,0.310467,-10.8335212883642
-0.004095,0.273222,-10.8486264192357
0.007439,0.127638,-10.6790311752974
0.001021,0.118135,-10.7793770183838
-0.000596,0.239197,-10.8828432251343
0.001181,0.22528,-10.9799904647361
0.00198,0.279184,-11.0601137738372
0.000857,0.032537,-11.1602980010388
0.00032,0.087072,-11.2648606442828
-0.000423,0.01661,-11.3686736173222
-0.003857,-0.046462,-11.3402847836691
0.000745,-0.066506,-11.4404671384483
0.005143,0.040856,-11.3041372603612
-0.002294,0.035172,-11.3631296825298
-0.001555,0.090423,-11.4456173452141
0.001281,0.084217,-11.534076274656
0.003628,0.12735,-11.5002106420173
-0.000581,-0.122837,-11.6018748277327
-0.001551,0.150866,-11.6784409974484
-0.001176,-0.023849,-11.7658252492641
-0.007731,0.332456,-11.2531900374842
0.005855,0.096552,-11.100956221351
0.003052,0.070427,-11.1400193618811
0.006019,0.09551,-11.000663073849
-0.002021,0.099733,-11.0791878183964
-0.003085,-0.002771,-11.1182503601415
0.000695,-0.200478,-11.2199969293066
-0.000695,0.11062,-11.3213584461468
-0.001175,-0.046634,-11.4141295492266
-0.005518,0.041538,-11.2521809731649
0.000803,-0.06588,-11.3520335583566
0.001398,-0.128994,-11.4390655235736
0.002779,-0.062408,-11.4677226801394
-0.001932,-0.000592,-11.5342016053538
-0.00032,-0.075634,-11.6383970821642
0.003805,0.017873,-11.5762489379113
-0.002626,-0.033471,-11.6031168382473
-0.004504,0.062356,-11.488019216665
0.003383,-0.21787,-11.4764816808409
0.001178,0.106807,-11.5670757841375
-0.000583,0.02821,-11.6684537098714
0.006829,0.030544,-11.3004287910414
0.005993,0.224215,-11.1261614710466
0.007113,0.32271,-10.9081183619134
-0.00337,0.15692,-10.9468295754612
0.002259,0.088626,-11.0205019257185
-0.001607,0.020293,-11.1084835468091
-0.001891,0.063171,-11.1876766907189
-0.005887,0.009268,-11.0476178447353
-0.000317,-0.153001,-11.1522757309861
-0.007613,0.030493,-10.8867742225251
-0.012645,0.031086,-10.324385943444
0.003153,0.030448,-10.3966432136763
0.004177,-0.116497,-10.4404398583454
0.000161,-0.094341,-10.5457021037403
0.003507,0.000107,-10.6004098498911
-0.003783,0.044777,-10.643882327638
-0.007933,0.069803,-10.4920887891117
-0.000776,0.002637,-10.5950420021657
0.001389,-0.052779,-10.6918741954009
-0.004278,-0.094837,-10.711535277126
-0.003725,0.111189,-10.7500031856096
0.003063,-0.036362,-10.8079129566515
0.00405,0.013075,-10.8270682920633
0.005957,-0.034695,-10.7512629936135
0.001162,-0.070467,-10.8496438537
0.000713,-0.059018,-10.9521024060797
-0.002692,-0.07038,-11.0125260052481
0.000161,-0.286241,-11.1177113862538
-0.001326,-0.181458,-11.2100085345559
-0.005586,-0.068408,-11.0873270652871
0.007522,0.159968,-10.8485379060817
0.006243,0.295939,-10.7527310377577
-0.004989,-0.210998,-10.7364928400949
0.006966,-0.167327,-10.6202805038166
0.004352,-0.002937,-10.6429656237591
0.005306,0.042736,-10.6251691961522
-0.001992,0.090355,-10.7125440253066
0.000702,0.105779,-10.8154466793716
0.003018,0.096204,-10.8716370017772
0.001083,0.224105,-10.9701576678572
0.000372,0.161885,-11.0746247286365
0.004465,0.074308,-11.0464185671703
0.004546,0.1096,-11.0172571347895
0.001183,0.10631,-11.1131840392583
-0.001072,0.102039,-11.2100247852179
-0.002292,-0.049504,-11.2731608126398
0.000369,0.074934,-11.3773287066825
0.003207,0.06003,-11.3875958652827
0.001538,0.128234,-11.4700288240179
0.001869,0.168632,-11.5388650046512
0.001588,0.277292,-11.615858817462
0.002118,0.302937,-11.6674568505901
0.000908,0.096806,-11.762186887824
1e-04,0.056389,-11.8674059613284
0.002795,0.17124,-11.85607697838
-0.002475,0.186655,-11.8698627290262
-0.002758,0.095745,-11.8612033346539
-0.00409,0.150239,-11.7328200498963
0.003724,0.093001,-11.6625551134121
-0.009275,0.328604,-11.0212178309182
-0.012441,0.112117,-10.4078739526732
0.007445,-0.043289,-10.3276139035675
-0.003552,0.105625,-10.3910254525451
-0.004494,-0.033684,-10.4258444061178
0.001791,0.06449,-10.5192571120747
0.00086,0.160281,-10.6215768168018
0.00217,0.073054,-10.7057007724011
0.007145,0.127801,-10.5855104381431
0.006571,0.320379,-10.51712287399
0.002292,0.24697,-10.601153728392
0.00397,0.103195,-10.6385031082149
-0.004126,0.082967,-10.6679275331064
0.002387,0.072953,-10.7464636983326
-0.001276,0.211881,-10.843454875825
-0.003347,0.3089,-10.8870292809854
-0.001974,0.131459,-10.9695099093259
0.000959,-0.023673,-11.0689488695089
-0.003093,-0.030541,-11.1083300682848
-0.001881,-0.052583,-11.1878023871059
0.004606,0.072721,-11.1358934396303
0.004252,0.169765,-11.112175455489
-0.000533,0.167632,-11.2154220303774
-0.001056,0.106602,-11.311617790604
0.000523,0.015779,-11.4144983297407
-0.00314,-0.052638,-11.4251756107221
-0.000848,-0.080203,-11.5232432103118
0.000368,-0.069471,-11.6270819968477
0.002864,-0.09405,-11.63518248147
0.002079,-0.114071,-11.6877118029676
-0.002468,0.00169,-11.7155415292136
-0.007464,0.006892,-11.2567309636394
-0.004316,-0.077906,-11.2135092575507
0.001384,-0.166887,-11.3032068258818
0,-0.238646,-11.4085672514494
0.001439,-0.106531,-11.4934199406283
0.00342,-0.072927,-11.4788322983205
-0.000168,-0.100418,-11.5838904583833
-0.00149,-0.166716,-11.6631106511042
0.001165,-0.204635,-11.7510878616331
0.005539,0.058336,-11.4969468063985
0.003768,0.186933,-11.457962013855
0.00561,0.101533,-11.2774439404413
0.001819,0.204005,-11.3541736722304
0.005327,0.186,-11.2212817501964
-0.001041,0.064245,-11.3176835697231
0.000932,0.040528,-11.4151410758205
-0.000877,0.166594,-11.5127844749098
-0.001372,0.017777,-11.597459912085
0.004765,0.083706,-11.4602286559703
0.001474,0.060374,-11.5429391016333
0.000491,-0.0201,-11.645543903036
0.001417,0.131567,-11.7257540242055
0.000762,0.024039,-11.8231623966363
-0.000163,-0.008213,-11.928118991056
0.003911,-0.068532,-11.8044266877679
-0.000217,-0.053933,-11.9090880262494
0.006604,0.014157,-11.4720052352752
0.0043,0.116265,-11.3973689060747
0.001394,0.111854,-11.4836890447853
-0.001072,0.024014,-11.5767301754127
-0.001127,-0.014552,-11.6671704825805
-0.000591,-0.098904,-11.7680186380086
0.003485,0.102055,-11.7128184185076
0.005019,0.122709,-11.5241896685763
0.000799,0.023154,-11.6224106978124
-0.009571,-0.140012,-10.9690535351469
-5.4e-05,-0.111135,-11.0743950881068
0.001611,0.018258,-11.1613380405402
-0.005217,-0.003432,-11.0738076805977
-0.005689,-0.213631,-10.9707064122403
-0.008496,-0.184253,-10.6933143701791
0.0074,-0.148243,-10.5611841950528
-0.004178,-0.076454,-10.5943337823148
-0.004305,-0.043603,-10.6207126946231
0.005264,-0.299039,-10.6072573538855
-0.010413,-0.18912,-10.3158132406973
-0.004932,0.149488,-10.3426898120413
-0.005368,-0.02198,-10.3533334802771
0.001833,-0.253247,-10.4470509227033
0.00142,-0.21757,-10.5447260081248
-0.014627,-0.219342,-10.0067469437693
-0.010413,0.195013,-9.87530659228693
-0.003815,0.247257,-9.94971098358515
0.005927,-0.085694,-9.97649468468277
-0.014843,0.015417,-9.65878996735753
0.006723,0.365403,-9.68845004661552
0.003994,0.069223,-9.76562184165468
0.005667,-0.1165,-9.81066665023202
-0.004415,-0.300466,-9.87731233223486
-0.005761,-0.572962,-9.91329751324165
0.001498,-0.551354,-10.0136379659045
-0.005969,-0.472492,-10.0342903283665
-0.014422,0.017092,-9.71649077497165
-0.003972,0.008376,-9.79319060115075
-0.016249,0.284817,-9.47627125928795
0.012778,0.589924,-9.36919437845735
0.019344,0.177515,-9.07755225551296
0.004093,-0.251214,-9.16674654254215
0.004088,-0.307475,-9.25448977117252
-0.002265,-0.525709,-9.35391032563176
-0.002764,-0.638847,-9.44952057577995
0.008098,-0.265582,-9.46636745883762
0.001866,-0.1718,-9.56674021090263
-0.001741,-0.432024,-9.6673014265834
-0.001128,-0.551442,-9.77043082254609
0.007113,-0.318145,-9.78191720890429
-0.002551,-0.240445,-9.87455593722646
-0.000624,-0.463362,-9.97907483371272
-0.000193,-0.544694,-10.0843458604011
-0.013116,-0.168651,-9.81259548185479
-0.00436,-0.236452,-9.88010174466273
-0.003753,-0.5048,-9.9553494295888
0.00255,-0.416538,-10.0456095676934
0.003801,-0.3595,-10.1146341064725
-0.00431,-0.252924,-10.1702627709732
0.005071,-0.122436,-10.203662267445
0.007244,-0.135851,-10.162815949915
0.008554,-0.03225,-10.0769541901024
0.000125,-0.242511,-10.1822735790708
-0.000737,-0.145095,-10.2860387020923
0.003037,-0.101608,-10.3617994769118
-0.002549,-0.079949,-10.4445861468345
0.000998,-0.234335,-10.5461541889005
-0.00311,-0.154303,-10.6114669891779
-0.001001,-0.120596,-10.7123199207751
0.002931,-0.050304,-10.7757035059325
0.000556,-0.02463,-10.8794237295267
0.007748,0.025783,-10.681714304497
0.002596,-0.004609,-10.7549933873757
0.003506,-0.156013,-10.7983054840026
0.000123,0.101595,-10.9035838962693
-0.002889,-0.054988,-10.9597561250898
-0.002099,-0.235364,-11.037348644844
-0.003208,-0.165945,-11.0740649110141
5.6e-05,-0.106674,-11.1794025733944
0.004196,0.166383,-11.1536180889232
0.005965,0.127106,-11.0152203397331
-0.000246,0.049581,-11.1201734940857
-0.000368,-0.185848,-11.2245164068366
-0.002829,-0.023049,-11.2653664126282
0.00056,0.102299,-11.3680133293763
0.007581,0.195906,-11.0335663599804
0.008372,0.123983,-10.7453774622842
0.002354,0.081864,-10.8225576432522
0.003915,0.163351,-10.8459831523826
0.004139,0.325771,-10.8581049573367
0.001612,0.22454,-10.9485797379968
0.002141,0.276456,-11.0253729717361
-0.004713,0.382694,-10.9896133232536
0.006915,0.152306,-10.8212834165536
0.008878,0.324069,-10.5630456168899
